City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Ola,59.5833,151.2833,14.07,93,76,0.66,RU,1657396601
289,San Cristobal,7.7669,-72.225,27.45,53,33,2.9,VE,1657396846
290,Hidrolândia,-4.4081,-40.4378,30.2,40,100,2.52,BR,1657396846
291,Comodoro Rivadavia,-45.8667,-67.5,10.92,62,0,1.54,AR,1657396743
292,Kalamare,-22.9337,26.5703,12.13,54,0,4.04,BW,1657396847
293,Nampula,-15.1165,39.2666,15.48,89,0,0.9,MZ,1657396847
294,Fes,34.0372,-4.9998,35.14,21,0,3.6,MA,1657396776
295,Vestmanna,62.1564,-7.1664,9.51,100,100,4.63,FO,1657396847
296,Boyolangu,-8.1181,111.8935,22.4,90,56,1.41,ID,1657396847
297,Nantucket,41.2835,-70.0995,22.83,83,0,7.33,US,1657396847
298,Baní,18.2833,-70.3333,29.92,61,66,5.58,DO,1657396847
299,Mumbai,19.0144,72.8479,27.99,89,100,6.69,IN,1657396821
300,Henties Bay,-22.116,14.2845,13.63,90,0,3.7,NA,1657396847
301,Phalaborwa,-23.943,31.1411,18.97,49,59,1.62,ZA,1657396848
302,Blackwater,-23.5833,148.8833,7.38,66,0,3.76,AU,1657396848
303,La Ronge,55.1001,-105.2842,18.12,82,75,5.66,CA,1657396848
304,Tombouctou,20.0,-3.0,38.29,7,100,3.77,ML,1657396849
305,Russell,32.3502,-85.1999,33.16,52,94,2.36,US,1657396849
306,Mayor Pablo Lagerenza,-19.9309,-60.7718,36.53,14,1,6.85,PY,1657396849
307,Nanortalik,60.1432,-45.2371,7.01,89,34,2.94,GL,1657396849
308,Ilulissat,69.2167,-51.1,10.01,62,20,2.06,GL,1657396849
309,Bengkulu,-3.8004,102.2655,23.52,88,7,1.83,ID,1657396849
310,Progreso,21.2833,-89.6667,35.06,77,97,4.95,MX,1657396850
311,Laguna,38.421,-121.4238,31.86,43,0,4.63,US,1657396850
312,Kloulklubed,7.0419,134.2556,27.79,78,99,6.48,PW,1657396850
313,Butembo,0.15,29.2833,15.95,73,60,1.37,CD,1657396850
314,Chernyshevskiy,63.0128,112.4714,9.61,58,81,1.56,RU,1657396850
315,Chapais,49.7834,-74.8492,19.77,28,6,3.8,CA,1657396851
316,Chunoyar,57.4467,97.3217,13.46,75,91,1.01,RU,1657396851
317,Finnsnes,69.2296,17.9811,13.75,83,39,1.7,NO,1657396851
318,Chunskiy,56.0815,99.6342,10.85,92,17,0.44,RU,1657396851
319,Kidal,18.4411,1.4078,36.41,10,1,2.74,ML,1657396851
320,Poyarkovo,49.6,128.6833,15.8,88,25,3.47,RU,1657396851
321,Ahipara,-35.1667,173.1667,14.1,93,48,1.9,NZ,1657396852
322,Wajima,37.4,136.9,23.77,89,87,1.0,JP,1657396852
323,Seymchan,62.8833,152.4333,12.97,70,6,1.33,RU,1657396852
324,Tuy Hoa,13.0833,109.3,24.78,87,100,4.22,VN,1657396852
325,Vardø,70.3705,31.1107,8.99,93,100,3.09,NO,1657396853
326,Udomlya,57.8794,34.9925,13.97,82,66,1.91,RU,1657396853
327,Maryborough,-25.5333,152.7,7.37,74,36,2.3,AU,1657396853
328,Namtsy,62.7161,129.6658,14.4,76,100,2.52,RU,1657396853
329,Katsuura,35.1333,140.3,23.91,92,100,6.64,JP,1657396853
330,Corner Brook,48.9667,-57.9484,16.62,52,5,6.29,CA,1657396853
331,Payo,-3.7508,103.6372,21.41,98,27,1.02,ID,1657396854
332,Kuandian,40.7286,124.7847,20.45,91,100,0.74,CN,1657396854
333,Cortez,37.3489,-108.5859,33.3,23,24,5.38,US,1657396854
334,Healdsburg,38.6105,-122.8692,33.84,50,0,2.57,US,1657396854
335,Nicoya,10.1483,-85.452,29.29,74,99,0.99,CR,1657396854
336,Mandurah,-32.55,115.7,15.51,61,73,11.28,AU,1657396855
337,Bonthe,7.5264,-12.505,24.32,92,100,4.43,SL,1657396855
338,Leh,34.1667,77.5833,16.49,58,100,2.11,IN,1657396855
339,Stanley,-51.7,-57.85,4.16,81,100,5.67,FK,1657396855
340,Abu Kamal,34.4506,40.9171,33.35,20,0,3.9,SY,1657396855
341,Derzhavīnsk,51.1,66.3167,18.85,66,42,3.74,KZ,1657396855
342,Mitú,1.1983,-70.1733,25.68,92,53,1.3,CO,1657396855
343,Tabou,4.423,-7.3528,24.59,78,99,4.38,CI,1657396855
344,Iquique,-20.2208,-70.1431,17.02,74,89,3.05,CL,1657396635
345,Puerto del Rosario,28.5004,-13.8627,29.86,51,20,6.69,ES,1657396855
346,Khandyga,62.6667,135.6,15.17,70,99,2.27,RU,1657396855
347,Kharp,66.8014,65.8081,13.15,74,9,2.36,RU,1657396856
348,Xiaoyi,34.6178,109.703,29.63,57,30,2.65,CN,1657396856
349,Lavrentiya,65.5833,-171.0,10.36,79,100,4.2,RU,1657396857
350,Panlaitan,12.1191,119.8486,27.12,85,100,7.3,PH,1657396857
351,Marawi,7.9986,124.2928,20.5,94,100,2.91,PH,1657396857
352,Gobabis,-22.45,18.9667,13.12,30,0,5.31,NA,1657396857
